"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE DESCRIPTION","INSPECTION DATE","ACTION","VIOLATION CODE","VIOLATION DESCRIPTION","CRITICAL FLAG","SCORE","GRADE","GRADE DATE","RECORD DATE","INSPECTION TYPE","Latitude","Longitude","Community Board","Council District","Census Tract","BIN","BBL","NTA","Location"
"50079571","4 CAMINOS","Queens","67-22","FRESH POND ROAD","11385","7184188853","Mexican","01/10/2025","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","13","A","01/10/2025","04/20/2026","Cycle Inspection / Re-inspection","40.70524825953","-73.89633493933","405","30","058500","4085090","4035320030","QN20","POINT (-73.896334939332 40.705248259532)"
"50130401","DOUBLE DRAGON RESTAURANT","Brooklyn","7714","13 AVENUE","11228","3478325762","Chinese","09/24/2024","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","02B","Hot TCS food item not held at or above 140 °F.","Critical","56",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.61900170499","-74.00879264255","310","43","020000","3161149","3062430043","BK30","POINT (-74.008792642553 40.619001704987)"
"50072936","NUSRET STEAKHOUSE","Manhattan","51","WEST   52 STREET","10019","2123153660","Turkish","10/02/2024","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","4","A","10/02/2024","04/20/2026","Cycle Inspection / Initial Inspection","40.76064124947","-73.97830898139","105","04","010400","1081406","1012680001","MN17","POINT (-73.978308981387 40.760641249471)"
"50117684","NEW GT RICEBOWL","Queens","114-09","LIBERTY AVENUE","11419","9178645760","Caribbean","02/17/2026","Violations were cited in the following area(s).","09C","Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.","Not Critical","13","A","02/17/2026","04/20/2026","Cycle Inspection / Initial Inspection","40.68567336706","-73.82844158053","410","29","009800","4201921","4095190026","QN55","POINT (-73.82844158053 40.685673367063)"
"50121793","LOVEJOYS","Brooklyn","412","TROUTMAN STREET","11237","9173345743","American","07/28/2023","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","13","A","07/28/2023","04/20/2026","Pre-permit (Operational) / Initial Inspection","40.7069130475","-73.9224999384","304","34","044700","3072614","3031890005","BK77","POINT (-73.922499938403 40.706913047496)"
"50128804","SOHO/CHELSEA LOUNGE (TIER 2)","Queens",,"JFK INTERNATIONAL AIRPORT","11430","2406736783","Other","06/14/2024","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","17",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection",,,,,,,,,
"50051737","SPRING PLACE","Manhattan","6","SAINT JOHNS LANE","10013","2122575620","Mediterranean","10/22/2024","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","33",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.72072056918","-74.00591643868","101","01","003300","1002734","1002127504","MN24","POINT (-74.005916438676 40.720720569178)"
"50143311","DINASTIA EQUADORIAN FOOD","Queens","102-02","ROOSEVELT AVENUE","11368","3476018515","Latin American","03/27/2024","Violations were cited in the following area(s).","02F","Meat, fish, molluscan shellfish, unpasteurized raw shell eggs, poultry or other TCS offered or served raw or undercooked and written notice not provided to consumer.","Critical","10","A","03/27/2024","04/20/2026","Pre-permit (Operational) / Re-inspection","40.74972906554","-73.86394177358","404","21","040500","4048550","4019740046","QN26","POINT (-73.863941773579 40.749729065537)"
"50150041","MI DAWTA DEM KITCHIN","Brooklyn","872","NOSTRAND AVENUE","11225","3473658916","Caribbean","05/30/2024","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","32",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.66829592307","-73.9506583419","309","35","032100","3033216","3012750051","BK63","POINT (-73.950658341903 40.668295923069)"
"40835821","TEMPLE CANTEEN","Queens","45-57","BOWNE STREET","11355","7184608484","Indian","05/12/2023","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","24",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.75296093113","-73.81741792982","407","20","120500","4117475","4052030037","QN52","POINT (-73.817417929819 40.75296093113)"
"50124034","787 COFFEE","Manhattan","256","WEST   15 STREET","10011","6466492937","Coffee/Tea","05/02/2023","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","19",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.73989016046","-74.00075059431","104","03","008100","1013750","1007640068","MN13","POINT (-74.000750594313 40.739890160459)"
"50063765","GOLDEN KRUST CARIBBEAN BAKERY & GRILL","Bronx","1299","BOSTON ROAD","10456","7183781133","Caribbean","06/05/2025","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","70",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.83133494039","-73.90027170065","203","17","015100","2009747","2029340001","BX35","POINT (-73.900271700648 40.831334940387)"
"41658466","FISH N TING RESTAURANT","Bronx","4063","BOSTON ROAD","10466","7188816116","Caribbean","10/16/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","41","C","10/16/2025","04/20/2026","Cycle Inspection / Re-inspection","40.88543513741","-73.82923329087","212","12","048400","2066448","2049490080","BX03","POINT (-73.829233290869 40.88543513741)"
"40839264","AUGIES DELI & PIZZERIA","Bronx","520","CITY ISLAND AVENUE","10464","7188851083","Sandwiches","06/11/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","41",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.85252012814","-73.78942191393","210","13","051600","2082348","2056350009","BX10","POINT (-73.789421913931 40.852520128138)"
"50060105","BIRDS OF A FEATHER","Manhattan","191","GRAND STREET","10013","7188969680","Chinese","02/22/2023","Violations were cited in the following area(s).","10G","Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","53",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.71926870513","-73.99718253808","102","01","004100","1077451","1002370012","MN24","POINT (-73.997182538075 40.719268705133)"
"50108302","COFFEE AVENUE","Queens","34-56","33 STREET","11106","7182556362","Greek","05/21/2024","Violations were cited in the following area(s).","20-04","“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.","Not Critical",,,,"04/20/2026","Administrative Miscellaneous / Initial Inspection","40.75762536438","-73.92671085512","401","22","005700","4008178","4006090001","QN70","POINT (-73.926710855117 40.757625364375)"
"50170337","YUE XIANG JU","Brooklyn","7617","NEW UTRECHT AVENUE","11214","7183318833","Chinese","11/06/2025","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","28","C","11/06/2025","04/20/2026","Pre-permit (Operational) / Re-inspection","40.61473390194","-74.00023411925","311","38","026400","3160796","3062360053","BK28","POINT (-74.000234119248 40.614733901943)"
"50138911","MEXICAN GRILL","Queens","102-14","ROOSEVELT AVENUE","11368","3472314145","Mexican","01/09/2025","Violations were cited in the following area(s).","10E","Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment","Not Critical","48",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.74974264375","-73.86381903407","404","21","040500","4437314","4019740002","QN26","POINT (-73.863819034074 40.74974264375)"
"50152189","PUEBLO QUERIDO COFFEE","Queens","29-47","NORTHERN BOULEVARD","11101","9295093867","Latin American","09/10/2024","Violations were cited in the following area(s).","19-10","Failure to display required signage about plastic straw availability","Not Critical",,,,"04/20/2026","Administrative Miscellaneous / Initial Inspection","40.74995649056","-73.93585775573","401","26","003300","4597157","4004030010","QN68","POINT (-73.935857755725 40.74995649056)"
"50102072","JERRY'S HAMBURGER PLACE","Bronx","473","EAST  146 STREET","10455","6469194782","Hamburgers","06/11/2025","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","10","A","06/11/2025","04/20/2026","Cycle Inspection / Re-inspection","40.81323287521","-73.91690976007","201","08","004300","2090407","2022910044","BX39","POINT (-73.916909760073 40.813232875208)"
"50139741","ABAYA THAI  CUISINE","Manhattan","318","WEST   36 STREET","10018","2128683399","Thai","08/21/2023","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","19",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.75379767575","-73.99332264178","104","03","011100","1013579","1007590054","MN13","POINT (-73.99332264178 40.753797675749)"
"50119879","PRIMA BROOKLYN","Brooklyn","147","GREENE AVENUE","11238","9179213364","Other","07/13/2023","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","13","A","07/13/2023","04/20/2026","Pre-permit (Operational) / Initial Inspection","40.68666959167","-73.96616738555","302","35","019700","3055506","3019450150","BK69","POINT (-73.96616738555 40.686669591665)"
"50128784","SUBWAY","Queens","69-79","GRAND AVENUE","11378","9174597040","Sandwiches","09/29/2025","Violations were cited in the following area(s).","20-06","Current letter grade or Grade Pending card not posted","Not Critical",,,,"04/20/2026","Administrative Miscellaneous / Re-inspection","40.72728032971","-73.89312554381","405","30","049302","4058586","4025030001","QN30","POINT (-73.893125543811 40.727280329707)"
"40388260","AMNON KOSHER PIZZA","Brooklyn","4814","13 AVENUE","11219","7188511759","Jewish/Kosher","08/22/2024","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","12","A","08/22/2024","04/20/2026","Cycle Inspection / Re-inspection","40.63544024961","-73.99169518526","312","44","022000","3137423","3056340042","BK88","POINT (-73.991695185257 40.635440249608)"
